filename,path,label,sqi,source
a0001.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0001_orig.png,1,1,a
a0002.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0002_orig.png,1,1,a
a0003.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0003_orig.png,1,1,a
a0004.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0004_orig.png,1,1,a
a0007.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0007_orig.png,0,1,a
a0008.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0008_orig.png,1,0,a
a0009.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0009_orig.png,0,1,a
a0011.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0011_orig.png,0,1,a
a0012.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0012_orig.png,0,1,a
a0013.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0013_orig.png,1,1,a
a0014.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0014_orig.png,1,1,a
a0016.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0016_orig.png,0,1,a
a0017.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0017_orig.png,1,1,a
a0018.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0018_orig.png,1,1,a
a0019.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0019_orig.png,0,1,a
a0020.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0020_orig.png,1,1,a
a0021.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0021_orig.png,1,1,a
a0022.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0022_orig.png,1,1,a
a0023.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0023_orig.png,1,1,a
a0024.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0024_orig.png,1,1,a
a0025.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0025_orig.png,0,1,a
a0026.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0026_orig.png,1,1,a
a0027.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0027_orig.png,0,1,a
a0028.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0028_orig.png,0,1,a
a0030.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0030_orig.png,1,1,a
a0032.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0032_orig.png,0,1,a
a0033.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0033_orig.png,1,1,a
a0034.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0034_orig.png,1,1,a
a0035.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0035_orig.png,0,1,a
a0036.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0036_orig.png,1,1,a
a0037.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0037_orig.png,1,1,a
a0038.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0038_orig.png,0,1,a
a0039.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0039_orig.png,1,1,a
a0040.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0040_orig.png,1,1,a
a0041.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0041_orig.png,1,1,a
a0042.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0042_orig.png,1,1,a
a0043.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0043_orig.png,1,1,a
