filename,path,label,sqi,source
a0001.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0001_orig.png,1,1,a
a0002.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0002_orig.png,1,1,a
a0003.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0003_orig.png,1,1,a
a0005.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0005_orig.png,1,1,a
a0006.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0006_orig.png,1,0,a
a0007.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0007_orig.png,0,1,a
a0009.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0009_orig.png,0,1,a
a0010.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0010_orig.png,1,1,a
a0012.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0012_orig.png,0,1,a
a0013.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0013_orig.png,1,1,a
a0014.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0014_orig.png,1,1,a
a0015.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0015_orig.png,1,1,a
a0017.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0017_orig.png,1,1,a
a0018.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0018_orig.png,1,1,a
a0019.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0019_orig.png,0,1,a
a0020.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0020_orig.png,1,1,a
a0022.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0022_orig.png,1,1,a
a0023.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0023_orig.png,1,1,a
a0024.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0024_orig.png,1,1,a
a0028.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0028_orig.png,0,1,a
a0029.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0029_orig.png,0,1,a
a0030.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0030_orig.png,1,1,a
a0031.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0031_orig.png,1,1,a
a0033.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0033_orig.png,1,1,a
a0034.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0034_orig.png,1,1,a
a0035.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0035_orig.png,0,1,a
a0036.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0036_orig.png,1,1,a
a0037.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0037_orig.png,1,1,a
a0038.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0038_orig.png,0,1,a
a0039.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0039_orig.png,1,1,a
a0040.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0040_orig.png,1,1,a
a0041.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0041_orig.png,1,1,a
a0042.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0042_orig.png,1,1,a
a0044.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0044_orig.png,1,1,a
a0045.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0045_orig.png,1,1,a
a0046.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0046_orig.png,1,1,a
a0047.wav,product/audio_preprocessing/outputs/spectrograms_physionet/a0047_orig.png,1,1,a
