filename,path,label,sqi,source
a0001.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0001.wav,1,1,a
a0002.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0002.wav,1,1,a
a0003.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0003.wav,1,1,a
a0004.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0004.wav,1,1,a
a0005.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0005.wav,1,1,a
a0006.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0006.wav,1,0,a
a0007.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0007.wav,0,1,a
a0008.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0008.wav,1,0,a
a0009.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0009.wav,0,1,a
a0010.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0010.wav,1,1,a
a0011.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0011.wav,0,1,a
a0012.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0012.wav,0,1,a
a0013.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0013.wav,1,1,a
a0014.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0014.wav,1,1,a
a0015.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0015.wav,1,1,a
a0016.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0016.wav,0,1,a
a0017.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0017.wav,1,1,a
a0018.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0018.wav,1,1,a
a0019.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0019.wav,0,1,a
a0020.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0020.wav,1,1,a
a0021.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0021.wav,1,1,a
a0022.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0022.wav,1,1,a
a0023.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0023.wav,1,1,a
a0024.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0024.wav,1,1,a
a0025.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0025.wav,0,1,a
a0026.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0026.wav,1,1,a
a0027.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0027.wav,0,1,a
a0028.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0028.wav,0,1,a
a0029.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0029.wav,0,1,a
a0030.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0030.wav,1,1,a
a0031.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0031.wav,1,1,a
a0032.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0032.wav,0,1,a
a0033.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0033.wav,1,1,a
a0034.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0034.wav,1,1,a
a0035.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0035.wav,0,1,a
a0036.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0036.wav,1,1,a
a0037.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0037.wav,1,1,a
a0038.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0038.wav,0,1,a
a0039.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0039.wav,1,1,a
a0040.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0040.wav,1,1,a
a0041.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0041.wav,1,1,a
a0042.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0042.wav,1,1,a
a0043.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0043.wav,1,1,a
a0044.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0044.wav,1,1,a
a0045.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0045.wav,1,1,a
a0046.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0046.wav,1,1,a
a0047.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0047.wav,1,1,a
a0048.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0048.wav,1,1,a
a0049.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0049.wav,0,1,a
a0050.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0050.wav,0,1,a
a0051.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0051.wav,1,0,a
a0052.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0052.wav,1,1,a
a0053.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0053.wav,0,1,a
a0054.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0054.wav,1,1,a
a0055.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0055.wav,0,1,a
a0056.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0056.wav,1,1,a
a0057.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0057.wav,1,1,a
a0058.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0058.wav,1,1,a
a0059.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0059.wav,1,1,a
a0060.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0060.wav,1,1,a
a0061.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0061.wav,1,1,a
a0062.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0062.wav,1,1,a
a0063.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0063.wav,1,1,a
a0064.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0064.wav,1,1,a
a0065.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0065.wav,1,1,a
a0066.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0066.wav,1,1,a
a0067.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0067.wav,1,1,a
a0068.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0068.wav,0,1,a
a0069.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0069.wav,0,1,a
a0070.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0070.wav,0,1,a
a0071.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0071.wav,0,1,a
a0072.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0072.wav,1,1,a
a0073.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0073.wav,1,1,a
a0074.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0074.wav,1,0,a
a0075.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0075.wav,1,1,a
a0076.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0076.wav,1,1,a
a0077.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0077.wav,1,1,a
a0078.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0078.wav,1,1,a
a0079.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0079.wav,1,1,a
a0080.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0080.wav,0,1,a
a0081.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0081.wav,0,1,a
a0082.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0082.wav,1,1,a
a0083.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0083.wav,1,1,a
a0084.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0084.wav,1,1,a
a0085.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0085.wav,0,1,a
a0086.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0086.wav,0,1,a
a0087.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0087.wav,1,1,a
a0088.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0088.wav,0,1,a
a0089.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0089.wav,1,0,a
a0090.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0090.wav,1,1,a
a0091.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0091.wav,0,1,a
a0092.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0092.wav,1,1,a
a0093.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0093.wav,0,1,a
a0094.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0094.wav,0,1,a
a0095.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0095.wav,1,1,a
a0096.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0096.wav,1,1,a
a0097.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0097.wav,1,1,a
a0098.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0098.wav,1,1,a
a0099.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0099.wav,1,1,a
a0100.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0100.wav,1,1,a
a0101.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0101.wav,1,1,a
a0102.wav,product\audio_preprocessing\data\physionet_2016\training-a\a0102.wav,0,1,a
